Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG25,OUT017,3082.6829
FDT10,OUT035,931.7162
FDY32,OUT013,2597.1833
FDN50,OUT035,1465.8784
FDZ35,OUT019,246.1825
NCP54,OUT045,2064.309
NCD07,OUT035,1696.5453
FDS02,OUT018,2947.7046
DRN59,OUT018,718.7303
DRB24,OUT013,2527.1616
FDP37,OUT027,3170.228
DRB01,OUT018,2872.439
FDR47,OUT046,3081.402
NCM31,OUT010,278.91296
NCF06,OUT027,6108.8765
NCV17,OUT027,3174.4026
FDS10,OUT049,2953.2195
FDN52,OUT035,1447.4453
FDZ48,OUT013,2031.1492
FDJ48,OUT049,4106.5405
DRB13,OUT027,4981.249
FDV59,OUT017,3651.8083
FDL32,OUT035,1692.416
FDZ12,OUT035,2065.4607
NCR06,OUT027,1153.7025
FDP51,OUT017,2084.0613
FDY22,OUT013,2089.6875
FDZ38,OUT049,2929.3342
NCO54,OUT035,878.7186
FDR23,OUT035,2932.0588
FDM38,OUT049,846.93835
FDS25,OUT013,1738.5906
FDZ22,OUT013,1397.7338
FDZ20,OUT019,532.995
FDD45,OUT010,195.66133
FDN03,OUT049,4106.5405
NCW30,OUT046,4102.4272
FDY24,OUT027,1808.3744
FDJ26,OUT019,493.33698
FDM15,OUT049,2525.8726
NCW54,OUT027,1764.9054
FDA23,OUT045,1615.8446
FDA39,OUT019,75.684944
FDZ12,OUT017,2518.6572
NCB42,OUT046,2010.0055
FDL16,OUT046,741.6092
FDO24,OUT019,352.66928
NCP42,OUT046,3081.402
FDR19,OUT018,2323.8262
DRL01,OUT045,3755.5925
FDV37,OUT046,3119.9631
FDI41,OUT010,375.31873
FDF58,OUT049,882.1545
NCF43,OUT018,1830.9147
FDN02,OUT049,3584.779
NCP41,OUT035,1622.0413
NCY17,OUT027,1150.2977
FDL58,OUT027,4378.475
NCA30,OUT027,5140.0923
FDE46,OUT018,2349.0146
FDY38,OUT035,3798.9602
NCH29,OUT027,2641.88
FDO20,OUT045,4096.2026
FDP44,OUT018,1503.7108
FDM02,OUT027,2637.222
FDJ14,OUT027,2346.9492
FDH04,OUT010,188.47107
DRK23,OUT046,4096.2026
NCW05,OUT046,1620.8895
FDF12,OUT049,2525.8726
FDL51,OUT019,493.33698
FDN03,OUT018,3516.6538
DRJ37,OUT049,2525.8726
FDM12,OUT019,508.52316
FDA16,OUT045,3673.1292
NCB07,OUT017,3082.6829
NCI17,OUT019,262.0832
FDR51,OUT046,2527.3228
FDJ55,OUT045,3705.0078
NCZ17,OUT013,654.4296
FDU25,OUT013,867.19434
NCG18,OUT045,1620.8895
DRM11,OUT017,4091.863
FDH16,OUT035,1456.8003
FDZ04,OUT018,848.44147
NCX53,OUT035,2065.4607
FDX38,OUT027,1522.9941
FDX09,OUT046,2930.778
NCW05,OUT018,1503.7108
NCS41,OUT017,3082.6829
FDI26,OUT046,2930.778
NCZ41,OUT027,3170.228
NCK06,OUT046,2064.309
FDX23,OUT027,2641.88
NCA42,OUT046,2562.3623
FDC20,OUT049,846.93835
DRC49,OUT018,2520.2004
FDX01,OUT013,2032.7727
FDC08,OUT045,3715.6548
FDC02,OUT017,4091.863
FDK10,OUT045,2954.5393
DRC24,OUT013,2524.9336
FDW16,OUT019,260.1912
NCU06,OUT018,3207.3538
DRA59,OUT045,3081.402
FDR24,OUT019,259.24966
DRL35,OUT018,613.83246
FDA49,OUT013,1445.5088
NCC55,OUT046,644.30597
DRD24,OUT019,323.36072
NCE55,OUT049,2934.4182
FDT33,OUT045,2878.5142
NCT53,OUT013,2597.1833
FDS26,OUT046,4102.4272
FDL22,OUT018,1350.2728
FDP44,OUT017,1623.3066
FDC52,OUT018,2349.0146
FDI53,OUT010,394.89093
FDZ23,OUT046,3081.402
NCT18,OUT013,3102.3025
FDR13,OUT046,2010.0055
FDB09,OUT010,264.88574
FDZ60,OUT013,1628.5664
FDB11,OUT046,3705.0078
FDC10,OUT018,1828.3947
FDW56,OUT035,3082.6829
FDK14,OUT027,2399.6838
DRE27,OUT027,2641.88
FDA38,OUT017,4050.6943
FDT11,OUT045,3081.402
FDP15,OUT035,4113.4155
FDV27,OUT035,1447.4453
FDS36,OUT027,2654.2153
FDY40,OUT027,1522.9941
NCF19,OUT049,743.39264
FDF53,OUT045,3101.5188
FDS14,OUT027,4245.2065
FDE56,OUT046,1016.2888
FDZ19,OUT035,2932.0588
FDZ46,OUT013,1697.8107
FDR16,OUT046,3608.0251
FDG29,OUT018,612.59753
NCE30,OUT017,3651.8083
FDZ40,OUT046,836.65515
FDG58,OUT018,2359.7373
DRH03,OUT013,1506.2432
FDZ47,OUT045,1613.3783
FDV04,OUT018,2384.5232
FDZ10,OUT018,1830.9147
FDG46,OUT017,2038.156
NCF07,OUT045,1613.3783
FDY44,OUT035,3082.6829
FDB21,OUT013,4095.0642
FDS20,OUT035,3102.7996
FDS49,OUT049,1240.6616
FDX55,OUT027,5331.146
NCQ02,OUT018,2872.439
FDR25,OUT013,4160.364
DRG39,OUT045,878.7186
FDB46,OUT046,3608.0251
NCC30,OUT018,2779.823
FDE58,OUT035,2062.941
FDC05,OUT019,634.71326
FDY15,OUT046,2562.3623
FDG14,OUT046,2527.3228
FDL08,OUT049,4071.5964
FDQ47,OUT013,629.84656
FDN12,OUT035,1678.878
FDW10,OUT013,2931.5618
FDD02,OUT035,2011.1573
FDX35,OUT010,575.35406
FDT35,OUT046,2878.5142
DRN47,OUT019,460.20557
FDB11,OUT010,658.67834
FDN20,OUT045,2872.6777
FDB59,OUT035,3124.3743
FDJ58,OUT045,2930.778
FDU60,OUT046,2878.5142
FDS03,OUT049,945.3677
FDU40,OUT019,501.6022
DRH15,OUT049,743.39264
FDD04,OUT027,4073.948
FDQ01,OUT046,4096.2026
FDF28,OUT035,2065.4607
FDD22,OUT010,263.627
FDY19,OUT046,2010.0055
FDN33,OUT035,1465.8784
FDV36,OUT035,2065.4607
FDW01,OUT010,374.448
FDJ28,OUT049,3085.0422
FDB17,OUT035,2955.82
FDM40,OUT049,2064.309
FDV46,OUT045,2064.309
FDQ44,OUT049,2061.7893
NCD42,OUT046,646.2285
DRH37,OUT046,2604.8542
FDR10,OUT018,2420.8594
NCD06,OUT027,1160.1483
FDI53,OUT046,2597.2825
FDG16,OUT035,3637.301
DRB25,OUT046,1620.8895
FDY09,OUT046,2930.778
FDX48,OUT045,2532.6045
FDC03,OUT010,451.14105
FDT47,OUT035,1524.272
FDW44,OUT027,4332.984
FDT24,OUT017,1146.2948
FDT12,OUT019,534.42725
NCS38,OUT035,2003.0665
FDO39,OUT035,3102.7996
FDA13,OUT046,666.8594
FDO48,OUT035,3684.1692
DRJ01,OUT017,2578.1985
FDD53,OUT018,603.6929
NCT05,OUT049,4106.5405
FDQ51,OUT045,741.6092
FDU60,OUT013,2856.9724
FDC59,OUT046,942.8327
FDP36,OUT035,753.3843
NCM19,OUT017,1693.6814
FDL16,OUT035,690.2732
FDE50,OUT018,2872.439
NCR18,OUT013,677.84344
NCD30,OUT035,1583.4735
FDH31,OUT013,1618.2617
FDD56,OUT019,432.9452
FDC47,OUT049,3792.0852
FDZ21,OUT045,1503.8259
FDM01,OUT049,1620.8895
FDF24,OUT013,1395.3528
FDW23,OUT017,657.27734
FDY52,OUT018,848.44147
DRH37,OUT027,4229.307
DRO47,OUT027,3058.8862
FDR25,OUT049,4136.8955
FDQ24,OUT027,6108.8765
DRJ51,OUT018,3207.3538
NCU06,OUT035,3798.9602
NCV18,OUT018,1270.8577
NCC06,OUT027,3170.228
FDZ01,OUT018,1503.7108
FDT14,OUT017,2086.581
FDD11,OUT019,531.6775
FDN09,OUT017,4050.6943
NCO18,OUT010,446.4563
FDZ50,OUT045,3081.402
FDS44,OUT013,4089.936
FDI36,OUT045,3081.402
FDA26,OUT010,576.1472
NCY53,OUT049,1821.6925
FDF32,OUT049,3123.6033
FDF59,OUT010,278.5168
FDB20,OUT046,1156.726
DRH11,OUT035,878.7186
FDT03,OUT049,3085.0422
NCH06,OUT035,4078.4714
FDR55,OUT049,3085.0422
FDI10,OUT035,2932.0588
FDZ12,OUT045,2064.309
FDM12,OUT049,3085.0422
DRB25,OUT045,1620.8895
NCS41,OUT013,3102.3025
NCT53,OUT049,2603.404
NCD55,OUT013,654.4296
FDY08,OUT049,2064.309
NCP55,OUT049,846.93835
FDA33,OUT013,2519.6514
FDQ33,OUT013,2519.6514
FDE45,OUT027,5056.4746
FDT26,OUT013,2089.6875
NCV53,OUT049,4066.4683
FDK60,OUT027,2641.88
NCJ29,OUT046,1402.688
FDI15,OUT045,4126.558
FDX21,OUT013,1685.3029
FDV49,OUT019,517.6597
DRO59,OUT046,1276.0468
FDZ14,OUT045,2064.309
FDP32,OUT027,3170.228
FDC33,OUT017,3082.6829
FDT14,OUT010,253.12447
NCN54,OUT027,2296.8003
FDR57,OUT027,4228.8447
DRK12,OUT046,642.2763
FDX52,OUT049,3085.0422
FDX08,OUT010,441.4295
FDP10,OUT010,222.44183
NCP50,OUT045,1276.0468
NCL06,OUT013,4136.233
FDP25,OUT013,3661.5198
FDE53,OUT013,1623.3066
FDL27,OUT017,1013.44116
FDC35,OUT049,3638.2593
DRJ47,OUT010,447.31335
FDD16,OUT018,1030.8954
NCN42,OUT049,2525.8726
FDC38,OUT027,3197.1401
NCO07,OUT045,3608.0251
FDQ20,OUT049,662.15625
FDI32,OUT046,2011.2262
FDN20,OUT010,388.86108
DRJ51,OUT027,6227.559
FDU08,OUT045,1576.4758
DRN37,OUT019,490.58643
FDD05,OUT010,253.12447
FDW15,OUT046,2527.3228
FDI52,OUT046,2064.309
DRM11,OUT049,4112.765
NCO06,OUT045,642.2763
FDU38,OUT049,3085.0422
FDU59,OUT018,2413.288
FDJ10,OUT046,2064.309
FDM13,OUT049,2064.309
NCJ30,OUT019,384.47305
FDM45,OUT018,1830.9147
FDP36,OUT045,741.6092
NCD30,OUT010,196.64194
FDN48,OUT017,1483.8564
FDY32,OUT049,2595.8328
FDU47,OUT046,2064.309
FDF17,OUT019,635.50555
FDP34,OUT017,2550.8926
FDA47,OUT049,2603.404
DRD27,OUT027,2648.382
FDW38,OUT045,878.7186
FDZ15,OUT019,310.9727
FDZ03,OUT027,5140.0923
NCN19,OUT049,3085.0422
FDG02,OUT035,3082.6829
FDS31,OUT035,3102.7996
FDW43,OUT019,528.4544
FDZ47,OUT010,213.73756
FDO57,OUT017,2583.444
NCL07,OUT013,654.4296
NCV42,OUT013,1685.3029
FDP40,OUT017,1739.8877
FDP48,OUT019,512.7799
FDH21,OUT017,2583.444
NCP02,OUT049,876.52295
FDK24,OUT049,743.39264
FDC41,OUT045,1146.1014
FDF08,OUT017,1448.7107
FDO49,OUT017,743.80225
FDS56,OUT027,6117.512
FDX46,OUT018,842.8098
FDQ07,OUT013,3693.3018
FDC32,OUT010,194.12411
FDT21,OUT019,530.4153
FDG58,OUT045,2534.8325
FDW14,OUT049,1443.0916
DRA12,OUT027,3203.2458
FDV27,OUT013,1445.5088
DRD25,OUT013,1738.5906
DRF48,OUT027,5140.0923
FDX24,OUT017,1467.1438
DRJ51,OUT046,3781.7478
FDE45,OUT045,2957.592
FDE14,OUT046,1618.8
FDG53,OUT045,2064.309
FDT08,OUT046,2527.3228
DRC27,OUT027,6108.8765
FDG20,OUT035,2932.0588
FDC21,OUT046,1620.8895
FDV31,OUT018,2774.74
FDB58,OUT045,2064.309
FDV23,OUT046,2064.309
FDA25,OUT019,246.1825
FDC15,OUT046,2592.0374
FDU47,OUT049,2064.309
FDE23,OUT013,735.6661
FDS08,OUT013,2931.5618
FDW03,OUT027,2663.6938
FDJ60,OUT018,2420.8594
FDM34,OUT017,2086.581
FDW33,OUT013,1623.3066
FDZ40,OUT013,839.2118
FDE33,OUT018,1166.9437
NCC06,OUT010,286.7051
FDU11,OUT046,2059.8516
FDL44,OUT017,2591.0154
NCZ29,OUT017,2086.581
FDG28,OUT010,579.0629
FDL12,OUT018,841.2079
FDD52,OUT017,1628.5664
FDO15,OUT013,946.3229
NCN29,OUT027,1522.9941
FDW36,OUT013,1623.3066
FDB21,OUT046,4056.1306
FDZ28,OUT013,2089.6875
FDY10,OUT035,2003.0665
DRG39,OUT017,829.2018
FDN28,OUT013,1623.3066
FDV15,OUT035,1622.0413
DRI13,OUT035,3637.301
FDH20,OUT046,1523.1201
FDY51,OUT013,3687.5684
FDE16,OUT013,3674.637
FDX40,OUT018,583.06213
FDC48,OUT018,1166.9437
FDS14,OUT046,2534.8325
FDX56,OUT017,3694.2947
FDI10,OUT046,2930.778
FDI14,OUT013,2089.6875
DRM48,OUT013,631.8763
NCH07,OUT027,4256.693
FDY26,OUT013,3689.723
FDD02,OUT027,3058.8862
FDM12,OUT046,3081.402
DRF01,OUT010,393.38562
FDV36,OUT046,2064.309
DRI59,OUT013,3747.065
FDV03,OUT018,2366.446
FDO39,OUT017,3102.7996
NCB07,OUT018,2937.4915
FDH38,OUT027,3058.8862
FDZ13,OUT035,741.6092
NCZ30,OUT046,2064.309
NCA06,OUT035,642.2763
FDB04,OUT049,1443.0916
FDN50,OUT013,1464.7839
NCG06,OUT049,4106.5405
NCY17,OUT018,654.373
FDC23,OUT046,2949.5793
FDK33,OUT049,3610.8596
FDR03,OUT049,3648.2095
FDZ07,OUT045,1010.46545
FDO38,OUT013,1224.058
FDS59,OUT046,1620.8895
DRM11,OUT019,536.9702
FDX52,OUT027,5247.558
DRJ35,OUT018,841.2079
NCP53,OUT046,4056.1306
FDW15,OUT019,349.9941
DRI47,OUT045,2719.2253
DRZ11,OUT035,2065.4607
FDS02,OUT013,3082.1858
DRD49,OUT018,3435.6655
FDW38,OUT049,766.7802
FDR21,OUT019,429.4828
FDE40,OUT013,946.3229
FDI02,OUT045,1682.8857
FDQ04,OUT045,666.8594
FDY14,OUT017,4115.994
NCT54,OUT046,1570.9939
DRD25,OUT017,1697.8107
DRE01,OUT045,4061.2588
FDJ12,OUT010,600.2559
NCZ05,OUT049,1620.8895
DRB25,OUT019,279.34464
NCC31,OUT045,2562.3623
FDM16,OUT045,1146.1014
DRG11,OUT049,1620.8895
FDV24,OUT027,4013.0403
FDV43,OUT046,690.2732
FDG05,OUT018,2357.5095
FDV23,OUT010,264.88574
FDI58,OUT018,1352.8947
FDQ11,OUT017,4085.6384
FDC05,OUT027,5278.0894
FDF40,OUT013,4095.0642
FDU02,OUT018,3175.37
FDT32,OUT013,3082.1858
NCF06,OUT017,4091.863
FDT46,OUT013,737.8427
FDR58,OUT010,191.94382
FDY04,OUT046,2604.8542
FDT58,OUT045,2858.3474
FDE46,OUT049,2525.8726
DRH11,OUT017,871.2654
DRI51,OUT046,2930.778
FDC35,OUT017,3623.9548
FDP45,OUT035,4113.4155
FDC45,OUT017,2872.9136
FDU01,OUT045,3081.402
FDJ53,OUT010,266.5966
FDJ46,OUT017,2929.6902
FDX07,OUT013,3082.1858
NCI30,OUT049,4077.8318
FDE47,OUT027,3142.2988
FDV48,OUT045,1276.0468
FDN16,OUT019,246.1825
FDM52,OUT013,2522.4565
FDA32,OUT027,5331.146
FDH05,OUT017,3807.5918
FDW25,OUT010,186.58907
FDQ09,OUT046,2001.9149
NCM17,OUT010,122.357346
DRM59,OUT046,2532.6045
FDV47,OUT027,2399.6838
DRE15,OUT035,1100.572
FDS25,OUT010,246.5196
NCZ05,OUT018,1503.7108
NCV05,OUT019,333.11264
DRM37,OUT046,3081.402
FDV58,OUT027,5247.558
FDN22,OUT027,6108.8765
NCO06,OUT049,637.5732
FDT56,OUT019,161.1701
FDM02,OUT013,1445.5088
FDA09,OUT046,2965.8096
NCC06,OUT035,2065.4607
NCL54,OUT049,2934.4182
NCB55,OUT017,904.2462
FDB12,OUT017,1623.3066
NCA54,OUT049,2958.1794
NCS38,OUT049,2010.0055
FDC02,OUT049,4112.765
FDK44,OUT019,426.65558
FDE16,OUT035,3664.7007
NCS05,OUT035,2065.4607
FDZ59,OUT045,2858.3474
FDI20,OUT017,3651.8083
FDQ14,OUT046,2527.3228
FDF53,OUT017,2982.1304
FDW25,OUT017,1448.7107
NCQ43,OUT010,243.9612
FDX52,OUT013,3082.1858
FDE28,OUT045,3738.1255
FDN15,OUT017,2086.581
FDO28,OUT017,2082.1235
FDQ33,OUT045,2527.3228
FDM22,OUT010,186.05635
FDJ03,OUT017,732.02716
FDI16,OUT045,878.7186
FDI09,OUT027,6122.156
FDX55,OUT013,3647.2366
FDS23,OUT027,3170.228
DRC12,OUT045,3081.402
FDH41,OUT049,3610.8596
FDN01,OUT013,2931.5618
FDV55,OUT045,2723.6958
NCJ19,OUT013,839.2118
NCY29,OUT010,187.32076
FDP03,OUT018,1830.9147
FDZ52,OUT045,1682.8857
FDH31,OUT010,223.7433
FDQ19,OUT018,3472.0498
FDS15,OUT035,1622.0413
FDN32,OUT017,3102.7996
FDH32,OUT049,1610.4786
FDF33,OUT017,1628.5664
FDJ22,OUT046,3081.402
FDG56,OUT010,153.28859
FDC05,OUT046,3081.402
FDK09,OUT013,3798.3398
NCV29,OUT045,2930.778
NCC43,OUT019,530.4153
NCA42,OUT049,2555.336
FDC10,OUT046,2015.1986
FDC16,OUT013,1445.5088
NCL17,OUT013,2089.6875
FDA51,OUT035,2003.0665
FDW01,OUT017,2515.8525
NCF30,OUT045,2064.309
FDN49,OUT013,663.3342
FDY20,OUT045,1446.2937
FDC15,OUT045,2544.2852
FDY24,OUT046,843.37085
NCG43,OUT017,1506.2432
FDA48,OUT013,3747.065
NCF55,OUT017,636.64655
FDL38,OUT049,1443.0916
NCQ29,OUT018,3523.0696
FDC34,OUT017,2550.8926
FDP36,OUT027,1573.0106
FDN50,OUT010,195.66133
FDO23,OUT049,1503.8259
FDT56,OUT013,839.2118
FDT13,OUT027,5140.0923
FDZ03,OUT013,3082.1858
FDQ03,OUT010,575.35406
FDU44,OUT045,2597.2825
FDD03,OUT049,3792.0852
NCH30,OUT013,1697.8107
FDS60,OUT010,463.29126
FDG08,OUT046,2930.778
FDX38,OUT017,732.02716
FDD22,OUT017,2018.7311
FDW51,OUT013,3689.723
FDL09,OUT017,2872.9136
FDZ60,OUT045,1620.8895
NCH07,OUT046,2592.0374
NCQ41,OUT049,3085.0422
FDW04,OUT049,2064.309
FDI08,OUT027,6108.8765
FDR19,OUT019,351.44656
FDV13,OUT046,1446.2937
FDB52,OUT017,4085.6384
FDZ48,OUT027,3403.9832
NCO14,OUT049,743.39264
FDZ50,OUT013,3082.1858
FDN27,OUT019,278.7576
FDQ60,OUT013,2089.6875
FDR49,OUT017,732.02716
DRJ35,OUT027,1760.8186
DRI49,OUT017,1401.6521
FDB47,OUT017,3694.2947
FDP37,OUT010,278.5168
FDR26,OUT049,2934.4182
FDY31,OUT019,367.76407
FDC11,OUT045,1446.2937
DRP47,OUT035,4113.4155
NCY54,OUT018,2659.6172
FDR27,OUT046,2064.309
FDQ21,OUT019,281.4847
NCQ29,OUT035,4119.64
FDJ02,OUT046,2527.3228
FDE21,OUT018,1763.1758
FDM39,OUT046,2930.778
FDZ01,OUT017,1621.2172
NCB19,OUT018,1350.046
FDU03,OUT046,3079.2112
FDP27,OUT049,3085.0422
DRF01,OUT045,2530.1274
FDM03,OUT049,1620.8895
FDV01,OUT046,2534.8325
FDS16,OUT046,2530.1274
FDO45,OUT035,1447.4453
NCX06,OUT035,2974.2007
FDP13,OUT046,666.8594
NCR38,OUT018,3516.6538
FDA01,OUT013,839.2118
FDT26,OUT017,2029.666
FDD44,OUT027,6108.8765
FDB26,OUT013,839.2118
FDP45,OUT019,530.4153
NCP55,OUT046,878.7186
FDT23,OUT017,1276.2401
FDO51,OUT045,666.8594
FDA44,OUT046,878.7186
NCJ31,OUT018,3472.0498
FDX37,OUT045,1613.3783
NCD18,OUT049,3792.0852
FDN40,OUT027,4195.8096
FDL33,OUT017,3082.6829
DRF48,OUT035,3082.6829
FDW08,OUT035,1622.0413
FDX39,OUT018,3158.1758
FDB38,OUT049,2595.8328
FDY46,OUT018,2872.439
NCB06,OUT049,2590.5872
FDA34,OUT035,2932.0588
FDA35,OUT045,2064.309
FDQ07,OUT035,3645.925
FDU32,OUT045,2064.309
FDU26,OUT013,2089.6875
FDU13,OUT010,381.20657
FDO09,OUT035,4119.64
FDW03,OUT019,246.1825
FDB38,OUT013,2589.612
FDL26,OUT010,378.1023
NCN43,OUT045,2064.309
FDH08,OUT045,3781.7478
NCC31,OUT019,337.02402
FDH14,OUT035,2065.4607
FDL40,OUT017,1612.8958
FDD20,OUT035,2065.4607
NCV53,OUT035,4078.4714
FDD16,OUT045,1098.0992
FDP24,OUT035,2062.941
FDQ25,OUT045,2930.778
FDM38,OUT035,836.65515
NCT18,OUT010,450.18268
FDM34,OUT049,2064.309
DRH37,OUT010,386.9872
NCE07,OUT013,2096.197
FDG12,OUT013,2056.8699
FDB59,OUT010,655.3759
FDS10,OUT018,2779.823
FDN21,OUT010,386.8457
FDM02,OUT045,1446.2937
FDO44,OUT049,1728.2548
NCN17,OUT017,1623.3066
FDH16,OUT018,1352.8947
FDL44,OUT046,2597.2825
FDY47,OUT017,2086.581
DRI39,OUT046,878.7186
NCX54,OUT018,1503.7108
FDE59,OUT046,644.30597
FDO46,OUT045,3081.402
DRE13,OUT046,1446.2937
FDW14,OUT013,1445.5088
FDF35,OUT046,1620.8895
FDO50,OUT019,274.87006
DRF49,OUT017,2029.666
FDT60,OUT049,2064.309
FDP38,OUT045,741.6092
FDA31,OUT027,5087.7754
FDY52,OUT010,153.28859
FDD03,OUT027,6178.147
FDN52,OUT018,1350.046
FDU20,OUT010,260.8691
FDD22,OUT035,1678.878
NCB55,OUT019,193.19244
FDN27,OUT045,2034.5929
FDD16,OUT013,1221.6943
FDW48,OUT046,1276.0468
DRN35,OUT045,642.2763
FDX25,OUT049,2969.4497
DRD49,OUT049,3963.217
FDE21,OUT019,282.38382
FDN44,OUT035,2593.318
DRC01,OUT049,743.39264
NCK30,OUT046,4096.2026
FDU39,OUT013,839.2118
FDB49,OUT013,1615.7954
FDS12,OUT045,2064.309
FDR57,OUT018,2384.5232
FDX22,OUT027,5318.406
FDC60,OUT013,1445.5088
NCE42,OUT049,3792.0852
NCK42,OUT049,3610.8596
DRE01,OUT017,4050.6943
FDE57,OUT018,1830.9147
DRK59,OUT019,531.7478
FDB10,OUT027,6122.156
FDQ25,OUT046,2930.778
FDY26,OUT017,3694.2947
FDG28,OUT049,4071.5964
FDM14,OUT049,1626.1493
NCH29,OUT049,1613.3783
FDD48,OUT049,2010.0055
FDC17,OUT045,3650.5112
DRH49,OUT027,2398.94
FDN44,OUT018,2413.288
FDC29,OUT045,2001.9149
DRK01,OUT019,261.0835
FDD48,OUT017,2018.7311
FDB59,OUT013,3123.8772
FDY45,OUT010,602.9607
FDX60,OUT035,1276.0468
FDT09,OUT010,281.44495
DRB24,OUT018,2353.5203
FDL13,OUT035,3798.9602
FDN16,OUT035,1622.0413
FDK57,OUT013,2089.6875
FDO22,OUT027,2315.7173
FDC57,OUT010,504.4384
FDZ13,OUT027,1522.9941
FDW27,OUT013,2524.9336
FDX10,OUT049,639.60284
FDY08,OUT018,1830.9147
FDA49,OUT017,1448.7107
FDC32,OUT018,1387.9221
FDO04,OUT035,878.7186
NCZ54,OUT013,2589.612
FDY40,OUT045,741.6092
FDW36,OUT045,1620.8895
FDE11,OUT017,3095.114
DRE37,OUT045,3081.402
NCK19,OUT017,3082.6829
FDT19,OUT035,2932.0588
FDE56,OUT045,942.8327
FDZ57,OUT010,278.5168
FDB35,OUT035,1465.8784
FDF09,OUT010,105.56679
FDO34,OUT046,2878.5142
FDA55,OUT046,3705.0078
NCM18,OUT035,931.7162
FDJ20,OUT019,281.4847
DRQ35,OUT019,311.20825
FDG02,OUT013,3082.1858
NCU29,OUT018,2326.631
FDL27,OUT027,1765.882
NCA54,OUT035,2955.82
FDJ32,OUT035,942.8327
FDB21,OUT019,530.4153
FDR46,OUT035,2531.4082
FDZ32,OUT046,1620.8895
DRF36,OUT017,3082.6829
NCU54,OUT017,3694.2947
NCI31,OUT017,632.6943
DRA59,OUT035,3082.6829
NCC55,OUT045,646.2285
FDE44,OUT018,718.7303
NCN26,OUT018,1771.241
FDC11,OUT049,1443.0916
FDV24,OUT035,2528.603
FDR40,OUT019,244.30243
NCQ17,OUT049,2560.9126
FDC46,OUT045,3081.402
NCM18,OUT046,989.3453
FDK16,OUT046,1570.9939
FDI28,OUT017,1318.9773
FDS11,OUT018,3181.6416
DRD13,OUT046,1016.2888
FDL36,OUT035,1447.4453
FDI27,OUT013,735.6661
FDJ53,OUT019,287.27963
FDS44,OUT045,4061.2588
FDE28,OUT046,3781.7478
FDQ33,OUT018,2349.0146
FDB37,OUT017,4041.5867
FDQ31,OUT045,1446.2937
NCQ05,OUT046,2527.3228
FDE10,OUT013,2089.6875
FDF38,OUT017,657.27734
FDE50,OUT019,509.31287
DRG37,OUT010,378.1023
NCH06,OUT049,4106.5405
FDY14,OUT045,4126.558
FDO27,OUT017,1509.0627
FDQ19,OUT049,4071.5964
FDZ26,OUT019,530.4153
FDN51,OUT013,4136.233
FDK20,OUT035,2065.4607
FDD40,OUT018,2872.439
DRI25,OUT018,814.2954
FDH56,OUT017,2029.666
FDI36,OUT027,5278.0894
DRH11,OUT018,814.2954
NCV18,OUT017,1404.0331
DRI01,OUT049,2934.4182
DRE48,OUT049,3085.0422
FDS51,OUT035,927.64
FDM38,OUT017,732.02716
FDB60,OUT027,5247.558
FDY58,OUT035,3798.9602
FDY22,OUT045,2064.309
FDF11,OUT027,6122.156
FDZ51,OUT035,1572.1455
FDQ45,OUT017,3102.7996
FDF17,OUT035,3082.6829
NCF31,OUT027,3920.5195
FDA37,OUT013,2089.6875
FDO51,OUT046,676.9989
FDF34,OUT013,3082.1858
FDD57,OUT018,1405.9414
FDO37,OUT046,3781.7478
FDR49,OUT049,743.39264
FDS39,OUT049,2064.309
FDI48,OUT027,1591.5077
DRM35,OUT049,2958.1794
FDV57,OUT035,2982.1304
FDZ55,OUT013,2589.612
FDI28,OUT035,1276.0468
FDS21,OUT045,1019.74524
FDT34,OUT013,1623.3066
DRI25,OUT035,878.7186
FDT47,OUT010,195.66133
DRH39,OUT045,1146.1014
NCD54,OUT045,2530.1274
FDU16,OUT027,2454.187
NCW29,OUT045,2064.309
FDV25,OUT027,5433.4194
FDM56,OUT035,1627.301
FDZ04,OUT027,1968.777
FDG59,OUT019,76.10554
FDI56,OUT045,1446.2937
FDS33,OUT035,1447.4453
FDC23,OUT049,2934.4182
FDT11,OUT049,3085.0422
FDG17,OUT045,4061.2588
FDZ44,OUT045,2010.0055
FDJ52,OUT013,2589.612
DRI23,OUT046,2592.0374
DRE15,OUT010,172.4333
NCF07,OUT013,1621.2172
NCR29,OUT049,846.93835
FDE44,OUT019,113.10629
FDT23,OUT035,1294.9823
NCG06,OUT017,4091.863
NCU41,OUT010,496.20352
FDH46,OUT017,1623.3066
FDV31,OUT013,2931.5618
NCT41,OUT027,4329.631
FDE22,OUT027,4229.307
FDC26,OUT045,1626.1493
DRF51,OUT017,634.724
NCY53,OUT019,286.3734
FDY21,OUT017,3082.6829
FDL27,OUT013,946.3229
FDZ34,OUT049,3085.0422
NCF43,OUT010,368.6107
FDC21,OUT035,1627.301
FDL26,OUT013,2527.1616
FDT25,OUT010,260.8691
NCR30,OUT046,1146.1014
DRL23,OUT019,246.1825
NCR05,OUT049,3085.0422
NCE19,OUT018,814.2954
FDY07,OUT035,690.2732
FDB10,OUT017,3944.1606
FDP57,OUT013,1623.3066
FDU48,OUT019,310.95892
FDH48,OUT035,1447.4453
FDO33,OUT035,2011.1573
NCU29,OUT045,2527.3228
FDW35,OUT046,675.764
FDH05,OUT010,575.35406
FDP26,OUT049,1620.8895
